"","day","latency","dist","target_quadrant","opposite_quadrant","wall_zone"
"1",1,60.0427100933342,10.5074742663335,0,23.7250554323725,23.059866962306
"2",2,60.0033279338993,10.5005823884324,9.09090909090909,29.5454545454545,29.3181818181818
"3",3,60.0980941897612,10.5171664832082,21.2616822429907,9.81308411214953,36.4485981308411
"4",4,60.0374121104491,10.5065471193286,0,40.0954653937947,44.8687350835322
"5",5,60.0133114471457,10.5023295032505,12.2249388753056,21.0268948655257,33.7408312958435
"6",6,60.0179858941587,10.5031475314778,0,33.8636363636364,22.2727272727273
"7",7,36.8622093254691,6.4508866319571,28.0701754385965,0,51.9298245614035
"8",8,60.1012922938085,10.5177261514165,0,22.008547008547,41.8803418803419
"9",1,60.0396605796074,10.5069406014313,3.83795309168444,40.2985074626866,34.5415778251599
"10",2,23.6657959668683,4.14151429420195,42.1768707482993,11.5646258503401,12.9251700680272
"11",3,29.3419448841771,5.134840354731,47,24.5,5.5
"12",4,60.0221085744498,10.5038690005287,4.24107142857143,5.80357142857143,37.9464285714286
"13",5,16.2082982012302,2.83645218521528,11.1111111111111,0,57.2649572649573
"14",6,34.1555240789375,5.97721671381406,16.1702127659574,14.0425531914894,12.3404255319149
"15",7,60.0193521419075,10.5033866248338,11.5124153498871,11.2866817155756,56.6591422121896
"16",8,12.6178279360703,2.2081198888123,19.5652173913043,0,75
"17",1,60.0196452693288,10.5034379221325,2.33100233100233,20.04662004662,48.7179487179487
"18",2,60.0765088197067,10.5133890434487,62.0608899297424,0,20.3747072599532
"19",3,60.0872307247677,10.5152653768344,5.249343832021,19.9475065616798,28.6089238845144
"20",4,44.3312803744068,7.75797406552119,6.18892508143322,44.6254071661238,29.9674267100977
"21",5,60.2420543520221,10.5423595116039,7.67326732673267,20.5445544554455,37.3762376237624
"22",6,52.4800868349889,9.18401519612306,4.69613259668508,38.3977900552486,36.4640883977901
"23",7,60.0615548744174,10.510772103023,14.3920595533499,26.0545905707196,33.7468982630273
"24",8,60.2149121610554,10.5376096281847,9.87654320987654,21.4814814814815,25.1851851851852
"25",1,60.1655059342072,10.5289635384863,24.6719160104987,8.9238845144357,39.1076115485564
"26",2,60.1882337345411,10.5329409035447,0,32.6530612244898,29.4784580498866
"27",3,45.4092156485573,7.94661273849752,1.88087774294671,30.4075235109718,28.5266457680251
"28",4,40.085408016741,7.01494640292967,12.5874125874126,12.9370629370629,54.5454545454545
"29",5,60.0146351299245,10.5025611477368,0,63.0331753554502,17.5355450236967
"30",6,20.9136806948421,3.65989412159736,25,0,26.9230769230769
"31",7,60.1549143394382,10.5271100094017,0,39.8104265402844,31.9905213270142
"32",8,60.1203395989726,10.5210594298202,6.5989847715736,57.8680203045685,13.1979695431472
"33",1,6.39331315900611,1.11882980282607,46,0,40
"34",2,58.3014194335918,10.2027484008786,24.1573033707865,8.98876404494382,32.8651685393258
"35",3,60.1103671981337,10.5193142596734,2.1551724137931,12.2844827586207,53.6637931034483
"36",4,27.8619511565552,4.87584145239715,31.25,0,26.0416666666667
"37",5,47.5343363004779,8.31850885258362,31.7610062893082,0,53.1446540880503
"38",6,60.1664249986812,10.5291243747692,4.92227979274611,36.7875647668394,26.6839378238342
"39",7,60.3244910680758,10.5567859369133,5,77.3684210526316,2.10526315789474
"40",8,60.0526227443908,10.5092089802684,30.5239179954442,0,28.246013667426
"41",1,60.1095864499507,10.5191776287414,0.970873786407767,14.3203883495146,45.3883495145631
"42",2,60.1288024005313,10.522540420093,0,22.8571428571429,56.4835164835165
"43",3,6.9261519769376,1.21207659596408,17.7777777777778,0,17.7777777777778
"44",4,29.2942499720499,5.12649374510873,28.4313725490196,0,29.4117647058824
"45",5,60.018264817284,10.5031963430247,62.0224719101124,0,31.2359550561798
"46",6,60.1001465972069,10.5175256545112,1.54639175257732,22.680412371134,49.4845360824742
"47",7,60.1061793379114,10.5185813841345,0.221238938053097,41.5929203539823,27.4336283185841
"48",8,60.0483370866373,10.5084589901615,11.8203309692671,17.9669030732861,31.6784869976359
"49",1,60.1547121804256,10.5270746315745,2.23713646532438,40.7158836689038,18.34451901566
"50",2,32.9141400407743,5.7599745071355,23.4309623430962,2.92887029288703,13.3891213389121
"51",3,9.6896911482681,1.69569595094692,7.69230769230769,0,47.6923076923077
"52",4,44.525194977892,7.79190912113109,31.4754098360656,28.5245901639344,34.4262295081967
"53",5,6.78204975122569,1.1868587064645,46,0,16
"54",6,51.522171966323,9.01638009410653,48.8636363636364,0,15.9090909090909
"55",7,60.0142451329916,10.5024928982735,12.8735632183908,26.6666666666667,25.5172413793103
"56",8,60.1011291536938,10.5176976018964,19.6172248803828,29.1866028708134,13.3971291866029
"57",1,60.0824780551894,10.5144336596581,7.82997762863535,53.4675615212528,5.36912751677852
"58",2,35.3506909102549,6.18637090929461,48.9878542510121,0,40.4858299595142
"59",3,60.0883337990799,10.515458414839,0,51.2019230769231,40.1442307692308
"60",4,40.7938429259128,7.13892251203473,23.828125,3.125,60.546875
