"","day","latency","dist","target_quadrant","opposite_quadrant","wall_zone"
"1",1,60.0768247310229,10.513444327929,15.0812064965197,9.51276102088167,23.6658932714617
"2",2,60.1074124035592,10.5187971706229,7.17488789237668,4.93273542600897,35.6502242152466
"3",3,60.0682197388415,10.5119384542973,0,25.1196172248804,29.1866028708134
"4",4,60.0552518483464,10.5096690734606,8.35164835164835,13.6263736263736,40.6593406593407
"5",5,60.0852307791927,10.5149153863587,8.67579908675799,33.1050228310502,24.2009132420091
"6",6,54.2537343235728,9.49440350662524,6.63129973474801,33.9522546419098,14.3236074270557
"7",7,35.231368817671,6.16548954309242,20.627802690583,13.9013452914798,26.0089686098655
"8",8,24.9676838232037,4.36934466906064,28.735632183908,0,21.8390804597701
"9",1,60.0325354739323,10.5056937079382,3.51648351648352,0,41.0989010989011
"10",2,60.0204250878944,10.5035743903815,1.00755667506297,23.1738035264484,24.9370277078086
"11",3,60.1611481636766,10.5282009286434,20.9905660377358,0,52.3584905660377
"12",4,60.0295163417367,10.5051653598039,9.95575221238938,2.43362831858407,32.7433628318584
"13",5,60.1055532704134,10.5184718223223,22.3557692307692,11.0576923076923,36.0576923076923
"14",6,60.0525712542466,10.5091999694931,8.94117647058824,17.8823529411765,16.9411764705882
"15",7,60.0016552257855,10.5002896645125,43.5374149659864,0,24.0362811791383
"16",8,48.6167708711476,8.50793490245084,11.8343195266272,45.8579881656805,24.2603550295858
"17",1,60.0067562397047,10.5011823419483,0,34.032634032634,51.5151515151515
"18",2,15.6432924431846,2.73757617755731,64,0,14
"19",3,60.022177409024,10.5038810465792,2.10772833723653,24.824355971897,32.3185011709602
"20",4,60.0651853394292,10.5114074344001,9.01287553648069,20.8154506437768,44.8497854077253
"21",5,30.1731681575968,5.28030442757944,32.8947368421053,0,45.1754385964912
"22",6,15.423905702117,2.69918349787047,6.66666666666667,20,20
"23",7,60.1408493146158,10.5246486300578,0,45.721271393643,24.6943765281174
"24",8,37.1367709603129,6.49893491805476,4.8689138576779,1.49812734082397,24.3445692883895
"25",1,38.9879378781899,6.82288912868324,17.0909090909091,10.1818181818182,21.8181818181818
"26",2,55.2548631141878,9.66960104498287,19.0721649484536,12.8865979381443,41.2371134020619
"27",3,60.1736724121064,10.5303926721186,0.484261501210654,48.910411622276,25.4237288135593
"28",4,60.0297623053853,10.5052084034424,18.1360201511335,15.3652392947103,26.9521410579345
"29",5,39.9478836292098,6.99087963511172,29.277566539924,4.94296577946768,26.615969581749
"30",6,22.3729140396696,3.91525995694218,21.9858156028369,0,22.6950354609929
"31",7,52.6891109729013,9.22059442025772,18.7845303867403,29.0055248618785,13.5359116022099
"32",8,60.0764658928486,10.5133815312485,64.9006622516556,0,17.439293598234
"33",1,60.1861166048643,10.5325704058512,25.4079254079254,0,41.025641025641
"34",2,31.9902562952192,5.59829485166336,26.1603375527426,0,0
"35",3,60.0718496264691,10.5125736846321,6.51685393258427,23.3707865168539,41.5730337078652
"36",4,18.7100496864471,3.27425869512824,33.8235294117647,0,21.3235294117647
"37",5,6.08777316321691,1.06536030356296,27.5,0,0
"38",6,60.0464554643988,10.5081297062698,0,84.6341463414634,10.4878048780488
"39",7,60.0563388577661,10.5098593001091,26.7326732673267,12.6237623762376,37.8712871287129
"40",8,34.4356487804887,6.02623853658552,2.4,26.8,40
"41",1,60.0036343782685,10.500636016197,6.68257756563246,18.854415274463,26.7303102625298
"42",2,60.0484303558752,10.5084753122781,11.1111111111111,10.8465608465608,32.010582010582
"43",3,60.0427495454971,10.507481170462,5.88235294117647,9.50226244343891,42.9864253393665
"44",4,15.296229298841,2.67684012729717,7,15,4
"45",5,60.1233464199196,10.5215856234859,0,53.7530266343826,12.8329297820823
"46",6,60.0947591609061,10.5165828531586,5.08474576271187,13.0750605326877,37.772397094431
"47",7,53.0221220839791,9.27887136469634,2.87206266318538,36.8146214099217,20.88772845953
"48",8,60.2047283686207,10.5358274645086,12.3853211009174,19.954128440367,43.5779816513761
"49",1,60.0262811942066,10.5045992089861,0,53.6363636363636,32.7272727272727
"50",2,34.2620407490707,5.99585713108737,34.156378600823,0.823045267489712,35.8024691358025
"51",3,54.612180288137,9.55713155042397,4.64547677261614,10.2689486552567,14.4254278728606
"52",4,60.0794782955183,10.5139087017157,12.9930394431555,22.5058004640371,33.4106728538283
"53",5,14.7565847486463,2.5824023310131,45.7446808510638,0,8.51063829787234
"54",6,15.3864415968368,2.69262727944644,17.1717171717172,0,42.4242424242424
"55",7,8.98385551352779,1.57217471486736,11.5384615384615,0,36.5384615384615
"56",8,43.5285467915897,7.61749568852821,31.2977099236641,8.77862595419847,15.2671755725191
"57",1,60.172867645215,10.5302518379126,0,55.7303370786517,26.9662921348315
"58",2,18.5855176541669,3.25246558947921,45.2380952380952,0,21.4285714285714
"59",3,43.9435010232994,7.6901126790774,33.8150289017341,0,45.9537572254335
"60",4,25.6375222700526,4.4865663972592,25.8426966292135,1.12359550561798,15.1685393258427
"61",5,23.4760768444863,4.1083134477851,37.5,0,11.25
"62",6,17.03684103654,2.9814471813945,3.2,0,60.8
"63",7,60.1176439128335,10.5205876847459,0,55.7986870897155,32.8227571115974
"64",8,23.3396815259447,4.08444426704032,44.6043165467626,0,39.568345323741
"65",1,24.3710190073534,4.26492832628684,3.42857142857143,0,67.4285714285714
"66",2,10.729240230622,1.87761704035885,48.8372093023256,0,9.30232558139535
"67",3,3.84238757195496,0.672417825092118,50,0,0
"68",4,60.0210217301074,10.5036788027688,17.3626373626374,22.8571428571429,45.2747252747253
"69",5,7.38745287102957,1.29280425243017,33.3333333333333,0,0
"70",6,60.0587606953813,10.5102831216917,18.3727034120735,10.498687664042,19.6850393700787
"71",7,60.1232836499652,10.5215746387439,0,37.4164810690423,29.1759465478842
