"","day","latency","dist","target_quadrant","opposite_quadrant","wall_zone"
"1",1,60.0243834004957,10.5042670950867,5.15222482435597,19.4379391100703,37.9391100702576
"2",2,60.2102736027839,10.5367978804872,5.34188034188034,5.34188034188034,49.3589743589744
"3",3,60.0143968396925,10.5025194469462,5.98503740648379,25.1870324189526,25.6857855361596
"4",4,60.0307732284001,10.50538531497,27.9279279279279,0,45.2702702702703
"5",5,9.67685709679337,1.69344999193884,8.19672131147541,26.2295081967213,0
"6",6,60.0547605592245,10.5095830978643,13.1313131313131,15.6565656565657,7.57575757575758
"7",7,60.0674354222688,10.511801198897,16.5841584158416,10.3960396039604,12.8712871287129
"8",8,59.1965329379738,10.3593932641454,29.3532338308458,2.23880597014925,28.3582089552239
"9",1,60.2134443025219,10.5373527529413,10.7594936708861,0,47.2573839662447
"10",2,60.022595780845,10.5039542616479,4.91071428571429,28.7946428571429,34.5982142857143
"11",3,60.1322226435224,10.5231389626164,0.930232558139535,19.0697674418605,24.6511627906977
"12",4,60.0753926784884,10.5131937187355,4.37636761487965,14.0043763676149,43.5448577680525
"13",5,6.83543585596957,1.19620127479468,19.047619047619,0,45.2380952380952
"14",6,60.3309454684714,10.5579154569825,17.8666666666667,14.6666666666667,16
"15",7,18.9221093949036,3.31136914410814,55.0387596899225,0,11.6279069767442
"16",8,60.0573626390449,10.5100384618328,6.68202764976959,21.889400921659,50.2304147465438
"17",1,60.0786188525439,10.5137582991952,0,36.6666666666667,48.8888888888889
"18",2,60.2616956575128,10.5457967400647,0,34.0153452685422,30.4347826086957
"19",3,60.0287421211506,10.5050298712014,0,35.5450236966825,27.9620853080569
"20",4,52.6717757655523,9.21756075897164,21.09375,8.85416666666667,34.1145833333333
"21",5,18.3894211604653,3.21814870308143,19.7802197802198,30.7692307692308,0
"22",6,41.4867328121711,7.26017824212996,25.187969924812,27.0676691729323,6.01503759398496
"23",7,36.7418110761434,6.42981693832509,31.4655172413793,7.75862068965517,11.2068965517241
"24",8,25.4993898548174,4.46239322459305,24.1379310344828,21.3793103448276,31.7241379310345
"25",1,60.1656387954723,10.5289867892076,20.7126948775056,6.45879732739421,45.8797327394209
"26",2,60.0601414693735,10.5105247571404,6.85224839400428,17.1306209850107,41.3276231263383
"27",3,60.1563012758921,10.5273527232811,23.956043956044,1.75824175824176,41.7582417582418
"28",4,13.6449919252506,2.38787358691886,27.1604938271605,1.23456790123457,0
"29",5,60.0456233730941,10.5079840902915,12.3028391167192,22.7129337539432,0
"30",6,60.122738691145,10.5214792709504,9.20716112531969,37.0843989769821,33.2480818414322
"31",7,26.723025037447,4.67652938155322,33.0097087378641,0,22.3300970873786
"32",8,60.300651377022,10.5526139909789,15.6962025316456,11.1392405063291,25.8227848101266
"33",1,33.9135783180124,5.93487620565217,10.2678571428571,44.6428571428571,4.01785714285714
"34",2,11.9854064904328,2.09744613582574,14.4927536231884,14.4927536231884,0
"35",3,10.4550925252436,1.82964119191763,9.80392156862745,25.4901960784314,0
"36",4,56.165503247229,9.82896306826507,25.6024096385542,17.7710843373494,6.32530120481928
"37",5,36.3421926071146,6.35988370624505,20.8955223880597,28.3582089552239,1.49253731343284
"38",6,60.2214387475124,10.5387517808147,18.7096774193548,19.0322580645161,13.2258064516129
"39",7,49.8607465238217,8.7256306416688,12.7490039840637,23.1075697211155,6.37450199203187
"40",8,20.4884859878833,3.58548504787958,12,29,0
"41",1,60.2418972927052,10.5423320262234,20.5633802816901,14.0845070422535,17.4647887323944
"42",2,60.1066745875513,10.5186680528215,20.1834862385321,14.0672782874618,9.48012232415902
"43",3,60.022097482819,10.5038670594933,17.1339563862928,29.9065420560748,3.42679127725857
"44",4,39.7426349581294,6.95496111767265,11.4893617021277,20.4255319148936,2.12765957446809
"45",5,60.1415064138432,10.5247636224226,14.6131805157593,30.3724928366762,0
"46",6,36.090750439805,6.31588132696587,24.2105263157895,15.7894736842105,0
"47",7,60.2325113772951,10.5406894910266,23.1003039513678,24.3161094224924,0
"48",8,32.5430173132466,5.69502802981815,11.7283950617284,28.3950617283951,7.40740740740741
"49",1,29.0297569881147,5.08020747292006,3.24324324324324,25.4054054054054,10.2702702702703
"50",2,42.5038228157219,7.43816899275134,13.0081300813008,28.4552845528455,2.03252032520325
"51",3,3.53645774298366,0.61888010502214,41.6666666666667,0,0
"52",4,20.4027613946729,3.57048324406775,8.98876404494382,26.9662921348315,0
"53",5,24.0705509886386,4.21234642301175,7.03125,34.375,0
"54",6,60.312101318436,10.5546177307263,10.9677419354839,14.8387096774194,6.7741935483871
"55",7,60.0504325810896,10.5088257016907,10.9144542772861,17.9941002949853,0
"56",8,12.0429638154573,2.10751866770503,9.25925925925926,48.1481481481481,0
"57",1,5.21346105033806,0.912355683809161,69.6969696969697,0,0
"58",2,16.9428209249158,2.96499366186027,10.9375,17.1875,54.6875
"59",3,60.1602891103563,10.5280505943124,8.30769230769231,29.5384615384615,11.0769230769231
"60",4,60.0878344061423,10.5153710210749,12.639405204461,26.3940520446097,7.43494423791822
"61",5,60.0261638192031,10.5045786683605,14.8936170212766,23.758865248227,0
"62",6,53.3392078568836,9.33436137495464,23.0496453900709,17.7304964539007,3.19148936170213
"63",7,60.0837206450296,10.5146511128802,23.5474006116208,21.7125382262997,9.1743119266055
"64",8,60.0282212975187,10.5049387270658,13.2564841498559,18.4438040345821,3.45821325648415
"65",1,60.0406599655124,10.5071154939647,0,35.9447004608295,38.0184331797235
"66",2,60.112873902712,10.5197529329746,12.4454148471616,7.4235807860262,60.0436681222707
"67",3,60.0098163380423,10.5017178591574,0.484261501210654,52.3002421307506,13.0750605326877
"68",4,8.91837435429264,1.56071551200121,50,0,12.0689655172414
"69",5,25.3979768519208,4.44464594908614,68.1818181818182,0,15.3409090909091
"70",6,60.0178006660006,10.5031151165501,10.5386416861827,38.6416861826698,6.08899297423888
"71",7,38.945857703889,6.81552509818057,13.2075471698113,20.7547169811321,17.3584905660377
"72",8,8.24372816766925,1.44265242934212,16.6666666666667,0,0
"73",1,5.57088048855473,0.974904085497077,25,0,31.25
"74",2,24.3531707724502,4.26180488517878,14.5945945945946,0,32.972972972973
"75",3,60.1061790230683,10.518581329037,13.7931034482759,16.0098522167488,35.2216748768473
"76",4,18.2037394407497,3.1856544021312,24.8366013071895,0,9.80392156862745
"77",5,12.5736710238365,2.20039242917139,45.9183673469388,0,12.2448979591837
"78",6,27.8198580624189,4.86847516092331,32.4468085106383,0,14.3617021276596
"79",7,13.6600135469564,2.39050237071737,17,0,17
"80",8,60.1951457143537,10.5341505000119,9.2511013215859,7.70925110132159,37.0044052863436
"81",1,60.1226475306562,10.5214633178648,19.6467991169978,8.16777041942605,46.5783664459161
"82",2,60.1335264687726,10.5233671320352,4.31654676258993,26.378896882494,42.4460431654676
"83",3,3.81334015735681,0.667334527537442,58.8235294117647,0,0
"84",4,60.0412718079244,10.5072225663868,7.12530712530713,29.4840294840295,16.7076167076167
"85",5,48.6695781879241,8.51717618288671,10.0303951367781,16.4133738601824,16.1094224924012
"86",6,34.0219240926791,5.95383671621884,19.8237885462555,19.8237885462555,22.4669603524229
"87",7,60.1526152346659,10.5267076660665,24.1116751269036,3.04568527918782,20.3045685279188
"88",8,60.1220825032637,10.5213644380711,6.91244239631336,42.8571428571429,23.0414746543779
"89",1,60.1034238271909,10.5180991697584,10.8843537414966,9.0702947845805,55.1020408163265
"90",2,60.0588852186333,10.5103049132608,11.2311015118791,0,25.2699784017279
"91",3,14.2922440864943,2.5011427151365,21.0526315789474,0,66.6666666666667
"92",4,60.0076770998973,10.501343492482,11.7370892018779,18.7793427230047,38.9671361502347
"93",5,7.6537338357311,1.33940342125294,25.8620689655172,0,27.5862068965517
"94",6,52.3614971369958,9.16326199897427,9.45945945945946,34.5945945945946,28.6486486486486
"95",7,60.0749103229333,10.5131093065133,13.7440758293839,23.2227488151659,30.0947867298578
"96",8,56.7970361124819,9.93948131968434,46.6367713004484,0,36.5470852017937
"97",1,17.4632464741351,3.05606813297364,14.9606299212598,0,62.2047244094488
"98",2,23.3923586326979,4.09366276072213,7.18954248366013,4.57516339869281,16.9934640522876
"99",3,60.0127739727996,10.5022354452399,10.9004739336493,43.8388625592417,9.95260663507109
"100",4,29.8415714652627,5.22227500642096,21.9251336898396,18.716577540107,21.9251336898396
"101",5,60.0123953359586,10.5021691837927,9.65909090909091,32.1022727272727,25.8522727272727
