"","day","latency","dist","target_quadrant","opposite_quadrant","wall_zone"
"1",1,60.1687973670876,10.5295395392403,41.0926365795724,0,34.4418052256532
"2",2,60.0335577516658,10.5058726065415,43.7037037037037,0,47.1604938271605
"3",3,22.257664635251,3.89509131116893,32.2147651006711,0,26.1744966442953
"4",4,23.6438898479751,4.13768072339565,83.2298136645963,0,7.45341614906832
"5",5,7.64574992399549,1.33800623669921,34,0,0
"6",6,15.6038902937162,2.73068080140033,17.7777777777778,33.3333333333333,38.8888888888889
"7",7,13.5376044660029,2.36908078155052,5.79710144927536,26.0869565217391,23.1884057971014
"8",8,38.8477388560154,6.7983542998027,42.436974789916,9.2436974789916,21.0084033613445
"9",1,23.7609285875434,4.15816250282009,40.2298850574713,0,43.6781609195402
"10",2,27.2023339945766,4.76040844905091,8.38323353293413,26.9461077844311,30.5389221556886
"11",3,43.1959026868471,7.55928297019823,5.4421768707483,22.7891156462585,42.1768707482993
"12",4,41.3653490162949,7.23893607785161,78.3687943262411,0,1.77304964539007
"13",5,38.7905093188243,6.78833913079425,56.9288389513109,0,7.49063670411985
"14",6,37.6482883085232,6.58845045399156,6.5843621399177,14.40329218107,68.3127572016461
"15",7,60.0916638767162,10.5160411784253,57.5406032482599,0,22.5058004640371
"16",8,60.2283046472867,10.5399533132752,33.6343115124154,0,37.2460496613996
"17",1,12.9679357038282,2.26938874816993,16.4179104477612,31.3432835820896,19.4029850746269
"18",2,60.0361329923573,10.5063232736625,30.4651162790698,11.6279069767442,27.2093023255814
"19",3,8.51158699646984,1.48952772438222,12,28,0
"20",4,19.3199677517138,3.38099435654991,11.864406779661,4.23728813559322,42.3728813559322
"21",5,12.1538791941249,2.12692885897185,20,0,16
"22",6,49.7311316449196,8.70294803786094,66.8555240793201,0,16.1473087818697
"23",7,60.2584575229215,10.5452300665112,79.8578199052133,0,7.10900473933649
"24",8,60.1357755064887,10.5237607136355,47.1698113207547,0,19.4070080862534
"25",1,10.8463216075214,1.89810628131625,9.83606557377049,34.4262295081967,42.6229508196721
"26",2,46.6166464817613,8.15791313430823,57.5301204819277,0,28.0120481927711
"27",3,11.9324694217003,2.08818214879755,7.14285714285714,27.1428571428571,40
"28",4,13.0415681807354,2.2822744316287,16.6666666666667,0,15.5555555555556
"29",5,41.0750363912141,7.18813136846246,50.9146341463415,0,33.8414634146341
"30",6,29.4201124387072,5.14851967677376,3.2258064516129,40.8602150537634,21.505376344086
"31",7,60.0306869786936,10.5053702212714,67.8571428571429,0,21.875
"32",8,60.0131997907197,10.5023099633759,38.544474393531,4.5822102425876,37.1967654986523
"33",1,34.6310605269819,6.06043559222182,9.87124463519313,45.0643776824034,3.00429184549356
"34",2,60.0704047636437,10.5123208336376,16.6276346604215,3.51288056206089,51.7564402810305
"35",3,45.3967669644046,7.94443421877081,2.6865671641791,18.8059701492537,33.4328358208955
"36",4,13.8769285454362,2.42846249545133,8.13953488372093,22.093023255814,5.81395348837209
"37",5,60.0895673219468,10.5156742813407,18.8442211055276,1.00502512562814,39.9497487437186
"38",6,15.5023515378308,2.71291151912038,24.7787610619469,3.53982300884956,39.8230088495575
"39",7,6.09257767292239,1.06620109276142,61.1111111111111,0,16.6666666666667
"40",8,18.4659661702895,3.23154407980066,89.5522388059701,0,0
"41",1,60.118242060836,10.5206923606463,17.4334140435835,0,53.2687651331719
