"","day","latency","dist","target_quadrant","opposite_quadrant","wall_zone"
"1",1,60.0186065032486,10.5032561380685,11.5015974440895,18.5303514376997,51.4376996805112
"2",2,60.0583489467675,10.5102110656843,7.40740740740741,16.8091168091168,59.8290598290598
"3",3,60.0156016345694,10.5027302860496,8.53080568720379,20.1421800947867,33.6492890995261
"4",4,60.1370861417287,10.5239900748025,8.51063829787234,20.8037825059102,8.274231678487
"5",5,60.0761211381851,10.5133211991824,21.4092140921409,22.4932249322493,17.3441734417344
"6",6,3.92321214332562,0.686562125081983,36.8421052631579,0,0
"7",7,3.64480022139791,0.637840038744633,30.7692307692308,0,0
"8",8,54.5288473290713,9.54254828258748,16.304347826087,17.9347826086957,32.0652173913043
"9",1,34.4509558623693,6.02891727591463,9.04977375565611,4.52488687782805,60.1809954751131
"10",2,60.0023216924053,10.5004062961709,12.8947368421053,21.3157894736842,29.2105263157895
"11",3,50.961674166456,8.9182929791298,18.2352941176471,7.05882352941176,55.5882352941177
"12",4,46.0587587515488,8.06028278152104,2.63929618768328,36.6568914956012,23.4604105571848
"13",5,44.3346241007521,7.75855921763162,14.6496815286624,28.6624203821656,15.2866242038217
"14",6,13.0817447892646,2.28930533812131,8.13953488372093,11.6279069767442,0
"15",7,9.71110955022416,1.69944417128923,11.7647058823529,29.4117647058824,0
"16",8,31.8559042852523,5.57478324991916,15.6862745098039,23.5294117647059,0
"17",1,56.401575777487,9.87027576106023,13.3333333333333,11.0144927536232,52.463768115942
"18",2,60.1759261001665,10.5307870675291,14.0056022408964,23.8095238095238,32.4929971988796
"19",3,60.085182485105,10.5149069348934,6.00961538461539,24.0384615384615,36.2980769230769
"20",4,38.0679386929147,6.66188927126007,4.76190476190476,3.96825396825397,25.7936507936508
"21",5,53.3529624518849,9.33676842907986,12.8939828080229,43.8395415472779,16.9054441260745
"22",6,19.7940035833129,3.46395062707976,33.75,13.75,0
"23",7,4.4246379291033,0.774311637593077,33.3333333333333,0,0
"24",8,4.77359439444199,0.835379019027348,35.7142857142857,0,0
"25",1,60.0124140884115,10.502172465472,16.622691292876,14.2480211081794,41.4248021108179
"26",2,60.1146243092115,10.520059254112,4.8780487804878,10.7317073170732,54.1463414634146
"27",3,22.6291238629266,3.96009667601215,30,0,21.3333333333333
"28",4,52.3594144712303,9.16289753246531,22.5308641975309,12.037037037037,17.9012345679012
"29",5,23.2763922760882,4.07336864831544,3.87096774193548,11.6129032258065,12.9032258064516
"30",6,5.26777194545707,0.921860090454987,11.7647058823529,0,0
"31",7,60.1462730057909,10.5255977760134,19.6531791907514,15.028901734104,16.7630057803468
"32",8,60.1028172210781,10.5179930136887,24.7311827956989,20.4301075268817,2.68817204301075
"33",1,8.37477351527929,1.46558536517388,37.7777777777778,0,0
"34",2,9.28193669287563,1.62433892125323,20.3703703703704,18.5185185185185,0
"35",3,60.0462341212597,10.5080909712204,23.7556561085973,3.39366515837104,4.07239819004525
"36",4,60.1588585575853,10.5278002475774,21.1206896551724,21.551724137931,9.69827586206897
"37",5,34.5150306295081,6.04013036016391,2.00803212851406,28.5140562248996,20.0803212851406
"38",6,60.0419971491976,10.5073495011096,2.22772277227723,53.2178217821782,24.009900990099
"39",7,44.2696146180403,7.74718255815705,13.6212624584718,5.64784053156146,27.5747508305648
"40",8,27.3985485449374,4.79474599536404,20.8333333333333,27.9761904761905,17.8571428571429
"41",1,12.0664108261062,2.11162189456859,26.2295081967213,3.27868852459016,0
"42",2,60.0205713456714,10.5035999854925,10.6493506493506,45.1948051948052,2.85714285714286
"43",3,60.1756343870023,10.5307360177254,0,50.1298701298701,13.5064935064935
"44",4,15.6710161593955,2.74242782789421,11.5384615384615,37.5,0
"45",5,10.2920403596015,1.80110706293026,23.943661971831,0,42.2535211267606
"46",6,11.4786529956893,2.00876427424564,24.0506329113924,0,51.8987341772152
"47",7,60.1026173442389,10.5179580352418,9.68523002421307,11.6222760290557,25.4237288135593
"48",8,27.0533721316649,4.73434012304135,13.3333333333333,22.6666666666667,30.6666666666667
"49",1,60.1870113965433,10.5327269943951,31.4903846153846,13.7019230769231,4.32692307692308
"50",2,5.92146345687001,1.03625610495225,43.5897435897436,0,0
"51",3,51.7451071412652,9.05539374972141,7.60869565217391,30.9782608695652,4.07608695652174
"52",4,60.0895993406838,10.5156798846197,2.45700245700246,65.3562653562654,16.7076167076167
"53",5,48.6494700897147,8.51365726570007,35.1123595505618,4.7752808988764,13.4831460674157
"54",6,29.5068791921952,5.16370385863415,10.8695652173913,26.5217391304348,13.4782608695652
"55",7,40.6614585010318,7.11575523768057,40.5693950177936,0,22.4199288256228
"56",8,4.56841308954311,0.799472290670044,30,0,0
"57",1,60.0734257172236,10.5128495005141,15.2912621359223,40.7766990291262,13.8349514563107
"58",2,60.1066838315607,10.5186696705231,15.5737704918033,34.6994535519126,3.55191256830601
"59",3,10.0200058393985,1.75350102189473,16.4383561643836,0,0
"60",4,60.0312237082542,10.5054641489445,3.32541567695962,34.2042755344418,13.7767220902613
"61",5,43.7876544952561,7.66283953666982,33.5740072202166,17.6895306859206,8.66425992779783
"62",6,20.3412397804441,3.55971696157772,13.6690647482014,17.2661870503597,13.6690647482014
"63",7,30.1579210217807,5.27763617881162,24.0837696335079,6.80628272251309,3.66492146596859
"64",8,37.4737800974064,6.55791151704612,14.375,14.375,33.125
"65",1,60.0102639851699,10.5017961974047,4.7887323943662,18.5915492957746,19.1549295774648
"66",2,60.0816577636926,10.5142901086462,16.4948453608247,14.9484536082474,18.8144329896907
"67",3,60.0510597829019,10.5089354620078,14.5882352941176,10.3529411764706,31.2941176470588
"68",4,31.4372887187444,5.50152552578027,5.05050505050505,7.57575757575758,22.7272727272727
"69",5,60.0516901230473,10.5090457715333,0,29.3838862559242,23.9336492890995
"70",6,60.0544341808511,10.5095259816489,21.3963963963964,8.33333333333333,47.5225225225225
"71",7,60.0190851159291,10.5033398952876,53.9170506912442,0,23.0414746543779
"72",8,60.0873804696521,10.5152915821891,11.3006396588486,33.0490405117271,11.727078891258
"73",1,12.4571473606774,2.18000078811854,32,26.6666666666667,0
